ticker,window,direct_agent,latent_agent,delta_sharpe,delta_mdd,delta_seed_std,delta_is_oos_gap,delta_sharpe_norm,delta_mdd_norm,delta_seed_std_norm,delta_is_oos_gap_norm,ivl,interpretation,direct_sharpe_oos,direct_sharpe_is,direct_return_oos,latent_sharpe_oos,latent_sharpe_is,latent_return_oos
BTC-USD,-1,A,B,0.16829449704733523,-0.2007690470823289,-0.06956025255105258,-0.6658472216318714,0.5653014107120263,-3.1969310409429172,-0.3869942268590852,-1.5161411103491464,1.3777153214265847,latent_advantage,0.13932537749923152,5.253420311792513,-0.012754248531709178,0.30761987454656675,4.755867587207977,0.08086739029343323
BTC-USD,-1,A,C,0.8498532922870212,-0.09633022273460345,-0.24378901552712007,-0.7394486244975624,2.854658194159416,-1.5339071620682345,-1.3563053341620988,-1.6837322769692555,1.990614680699125,latent_advantage,0.13932537749923152,5.253420311792513,-0.012754248531709178,0.9891786697862528,5.363824979581972,0.5950628876734483
BTC-USD,-1,A,D,-0.15273874600548498,-0.05918913262797654,-0.034157320560377014,-0.0412032645099929,-0.513049624926246,-0.9424937665180576,-0.19003217177998893,-0.09382026563253895,0.11282656038783391,latent_advantage,0.13932537749923152,5.253420311792513,-0.012754248531709178,-0.013413368506253475,5.059478301277035,-0.15259333476716513
