agent_name,mean_return_is,std_return_is,mean_sharpe_is,mean_mdd_is,mean_equity_is,mean_return_oos,std_return_oos,mean_sharpe_oos,mean_mdd_oos,mean_equity_oos,mean_n_trades,seed_std_return_is,seed_std_sharpe_oos
RandomAgent,-0.1586769760870536,0.1053336112817643,-0.41656639951249624,-0.38146615517731286,8413.230239129463,-0.13689001863827793,0.10281784482389494,-0.6677805441299347,-0.26861506428543086,8631.09981361722,512.8,0.1053336112817643,0.5965512742198406
BuyAndHoldAgent,1.2264931550062483,0.0,1.995676061249665,-0.3371724467684869,22264.931550062483,0.17712593467669557,0.0,0.7068669132028139,-0.24496387071508757,11771.259346766956,1.0,0.0,0.0
A,1.1057025909048412,0.14875145305311924,1.9904141933108008,-0.30197981921342004,21057.02590904841,0.1467987324052717,0.044122786840637404,0.6207790639072964,-0.24171920496890986,11467.98732405272,19.6,0.14875145305311924,0.13594348338161755
B,1.0065026903842451,0.4398749468739756,1.7472335457650405,-0.3024117747853383,20065.026903842452,0.14170074774135646,0.07085037387067823,0.5654935305622512,-0.19597109657207007,11417.007477413565,1.8,0.4398749468739756,0.2827467652811256
C,0.997484506604402,0.44131838115423927,1.8124776798059785,-0.3137983337909233,19974.84506604402,0.12339716535983407,0.07800045566825176,0.7220714545864086,-0.21591972722446795,11233.971653598343,21.0,0.44131838115423927,0.4930372642534911
D,1.0838579021138597,0.2969133807577436,1.9241142320589986,-0.2998492754188661,20838.579021138597,0.11168567965141044,0.10994414304484992,0.4612369263028839,-0.2514057089118461,11116.856796514105,53.4,0.2969133807577436,0.4290007203811481
